post_id,post_date,platform,content_type,campaign,category,posting_hour,followers,impressions,reach,likes,comments,shares,saves
POST02652,2025-11-28 09:00:00,Instagram,Reel,Festival Campaign,Education,22,164843,358568,198926,5855.0,282,1772,4180
POST02653,2025-11-28 12:00:00,Instagram,Reel,Seasonal Campaign,Entertainment,15,378920,334364,293650,12656.0,734,3776,967
POST02654,2025-11-28 15:00:00,Instagram,Video,Festival Campaign,Education,17,84206,125042,88256,7847.0,242,1152,281
POST02655,2025-11-28 18:00:00,Facebook,Video,Festival Campaign,Event,18,262220,180151,131938,11173.0,496,1766,2650
POST02656,2025-11-28 21:00:00,YouTube,Video,Brand Awareness,Community,11,365508,560772,502420,18120.0,756,4917,12393
POST02657,2025-11-29 00:00:00,Facebook,Carousel,Community Campaign,Brand,1,130532,159403,115757,5101.0,151,768,1531
POST02658,2025-11-29 03:00:00,LinkedIn,Carousel,Community Campaign,Brand,9,241586,231740,204327,8291.0,381,2721,2559
POST02659,2025-11-29 06:00:00,Instagram,Image,Community Campaign,Event,11,138090,193070,168034,4365.0,172,2186,1523
POST02660,2025-11-29 09:00:00,Facebook,Carousel,Community Campaign,Education,13,40936,42842,37677,2268.0,108,523,665
POST02661,2025-11-29 12:00:00,YouTube,Reel,Festival Campaign,Education,17,373762,368704,307621,21370.0,420,4347,4114
POST02662,2025-11-29 15:00:00,LinkedIn,Carousel,Brand Awareness,Event,18,431121,319649,208967,10009.0,280,1466,1397
POST02663,2025-11-29 18:00:00,Instagram,Video,Community Campaign,Community,5,416314,873381,586242,50179.0,2185,7099,7967
POST02664,2025-11-29 21:00:00,Facebook,Image,Special Campaign,Promotional,4,47020,30018,20344,1046.0,16,60,229
POST02665,2025-11-30 00:00:00,Facebook,Image,Educational Series,Promotional,15,470488,214504,191490,6127.0,297,1540,4323
POST02666,2025-11-30 03:00:00,Instagram,Reel,Event Promotion,Entertainment,13,142043,196066,132592,7312.0,121,2095,2648
POST02667,2025-11-30 06:00:00,Instagram,Carousel,Educational Series,Education,12,464555,507083,298185,9082.0,238,1648,5494
POST02668,2025-11-30 09:00:00,Facebook,Carousel,Brand Awareness,Education,20,497704,456365,375321,21864.0,478,3357,3827
POST02669,2025-11-30 12:00:00,Facebook,Video,Brand Awareness,Event,1,293129,335670,227625,15077.0,196,806,1382
POST02670,2025-11-30 15:00:00,Instagram,Reel,Event Promotion,Event,1,159355,371007,284683,26724.0,628,4774,6269
POST02671,2025-11-30 18:00:00,Facebook,Video,Product Launch,Promotional,11,149100,202288,176703,15129.0,840,1389,1862
POST02672,2025-11-30 21:00:00,Instagram,Image,Product Launch,Education,0,139635,80815,60726,3837.0,43,522,974
POST02673,2025-12-01 00:00:00,Facebook,Video,Special Campaign,Education,18,328467,430202,332630,21130.0,229,2762,5321
POST02674,2025-12-01 03:00:00,Instagram,Image,Product Launch,Brand,15,57708,82532,63962,3403.0,153,562,1497
POST02675,2025-12-01 06:00:00,LinkedIn,Image,Festival Campaign,Entertainment,6,352442,354152,270692,16208.0,459,2844,1834
POST02676,2025-12-01 09:00:00,Instagram,Image,Product Launch,Entertainment,20,382201,381408,231102,5304.0,113,1299,4616
POST02677,2025-12-01 12:00:00,Instagram,Carousel,Seasonal Campaign,Promotional,6,25054,25684,18229,728.0,25,167,240
POST02678,2025-12-01 15:00:00,Instagram,Text,Festival Campaign,Community,15,229884,277100,153148,3462.0,80,1416,1048
POST02679,2025-12-01 18:00:00,Instagram,Reel,Festival Campaign,Education,5,401724,800668,615867,40582.0,1201,8760,13169
POST02680,2025-12-01 21:00:00,YouTube,Reel,Special Campaign,Brand,17,91317,135289,101652,9284.0,424,362,2139
POST02681,2025-12-02 00:00:00,Instagram,Text,Product Launch,Education,0,345448,192101,127045,3224.0,51,895,493
POST02682,2025-12-02 03:00:00,Facebook,Image,Product Launch,Event,0,298615,278585,204304,11741.0,680,1267,3801
POST02683,2025-12-02 06:00:00,Instagram,Carousel,Special Campaign,Promotional,13,234633,167232,120836,5626.0,68,1422,770
POST02684,2025-12-02 09:00:00,Instagram,Image,Event Promotion,Community,5,121266,78628,50150,3348.0,168,100,823
POST02685,2025-12-02 12:00:00,Instagram,Reel,Community Campaign,Entertainment,5,222021,287867,187876,14069.0,650,1538,3224
POST02686,2025-12-02 15:00:00,Instagram,Video,Special Campaign,Education,3,407166,510786,417255,39352.0,948,1564,7358
POST02687,2025-12-02 18:00:00,Instagram,Carousel,Event Promotion,Community,11,224028,271541,221171,8067.0,128,3243,1247
POST02688,2025-12-02 21:00:00,YouTube,Reel,Festival Campaign,Promotional,17,190750,228895,163528,16036.0,843,2847,2643
POST02689,2025-12-03 00:00:00,YouTube,Reel,Event Promotion,Entertainment,9,205397,156783,125603,6763.0,297,2381,652
POST02690,2025-12-03 03:00:00,YouTube,Video,Festival Campaign,Education,2,308671,267861,189586,13040.0,320,2358,3678
POST02691,2025-12-03 06:00:00,YouTube,Reel,Brand Awareness,Brand,2,325394,286219,242708,9614.0,104,3941,1068
POST02692,2025-12-03 09:00:00,YouTube,Video,Festival Campaign,Promotional,7,139917,171980,114621,9021.0,513,1369,2254
POST02693,2025-12-03 12:00:00,Instagram,Reel,Festival Campaign,Education,21,294173,326803,285806,29238.0,883,3119,6412
POST02694,2025-12-03 15:00:00,YouTube,Image,Event Promotion,Entertainment,22,61583,48380,35791,2166.0,40,413,342
POST02695,2025-12-03 18:00:00,LinkedIn,Text,Community Campaign,Entertainment,0,384205,223968,165174,7054.0,392,1497,3323
POST02696,2025-12-03 21:00:00,YouTube,Carousel,Brand Awareness,Brand,17,385244,327293,256854,12646.0,353,3110,3129
POST02697,2025-12-04 00:00:00,Facebook,Image,Educational Series,Promotional,14,482584,291578,195153,7150.0,237,2392,4010
POST02698,2025-12-04 03:00:00,Instagram,Carousel,Educational Series,Promotional,20,88147,148065,118972,5639.0,253,1758,2153
POST02699,2025-12-04 06:00:00,Facebook,Reel,Community Campaign,Community,19,159425,195496,129447,6680.0,340,1310,1211
POST02700,2025-12-04 09:00:00,Facebook,Reel,Educational Series,Education,16,472552,750133,516945,47016.0,705,3814,3754
POST02701,2025-12-04 12:00:00,YouTube,Text,Brand Awareness,Community,10,63042,52765,41481,2289.0,125,269,959
POST02702,2025-12-04 15:00:00,LinkedIn,Video,Product Launch,Entertainment,12,375269,507699,346482,32006.0,1812,1334,7434
POST02703,2025-12-04 18:00:00,Instagram,Carousel,Brand Awareness,Entertainment,19,192068,182651,113241,5362.0,123,1687,1983
POST02704,2025-12-04 21:00:00,Instagram,Image,Event Promotion,Brand,9,242029,291887,249611,11855.0,413,3322,2667
POST02705,2025-12-05 00:00:00,Facebook,Reel,Special Campaign,Brand,12,96604,113391,98962,7026.0,371,1348,1408
POST02706,2025-12-05 03:00:00,Facebook,Reel,Seasonal Campaign,Promotional,16,75918,126013,96948,7444.0,255,1474,1480
POST02707,2025-12-05 06:00:00,Instagram,Image,Festival Campaign,Community,20,404369,401117,334492,6065.0,206,1868,1636
POST02708,2025-12-05 09:00:00,Instagram,Video,Festival Campaign,Entertainment,0,271056,528815,473463,40089.0,1640,7534,11547
POST02709,2025-12-05 12:00:00,Instagram,Image,Special Campaign,Education,19,88882,102126,78143,2538.0,122,963,392
POST02710,2025-12-05 15:00:00,Instagram,Video,Event Promotion,Event,15,56822,98887,85841,4978.0,215,308,1620
POST02711,2025-12-05 18:00:00,Facebook,Reel,Event Promotion,Education,15,330904,536946,362835,33251.0,1374,1749,5022
POST02712,2025-12-05 21:00:00,YouTube,Image,Seasonal Campaign,Brand,20,24200,35862,28516,2048.0,58,138,562
POST02713,2025-12-06 00:00:00,Instagram,Reel,Seasonal Campaign,Education,2,67259,129176,73569,6474.0,268,1066,643
POST02714,2025-12-06 03:00:00,Instagram,Image,Festival Campaign,Entertainment,1,28527,25094,20731,400.0,6,81,242
POST02715,2025-12-06 06:00:00,Instagram,Reel,Seasonal Campaign,Community,5,292679,364812,306599,16790.0,511,1937,4464
POST02716,2025-12-06 09:00:00,Instagram,Text,Seasonal Campaign,Promotional,10,431160,313967,216766,5662.0,109,1132,1226
POST02717,2025-12-06 12:00:00,Facebook,Reel,Seasonal Campaign,Community,2,453506,317251,245436,24838.0,915,3175,5335
POST02718,2025-12-06 15:00:00,LinkedIn,Text,Special Campaign,Event,0,131477,43671,37138,998.0,23,409,921
POST02719,2025-12-06 18:00:00,Facebook,Image,Community Campaign,Promotional,10,220772,193282,166080,11449.0,404,1822,2024
POST02720,2025-12-06 21:00:00,Instagram,Text,Product Launch,Event,12,294582,347468,204063,11670.0,570,1416,2303
POST02721,2025-12-07 00:00:00,LinkedIn,Image,Seasonal Campaign,Event,4,346488,133750,112299,7111.0,225,267,1804
POST02722,2025-12-07 03:00:00,Facebook,Text,Product Launch,Entertainment,17,239712,172587,111488,2164.0,45,729,2023
POST02723,2025-12-07 06:00:00,Facebook,Reel,Product Launch,Entertainment,14,471221,480626,386691,10114.0,213,2339,8549
POST02724,2025-12-07 09:00:00,YouTube,Carousel,Event Promotion,Brand,17,140127,225369,149601,10623.0,587,926,1676
POST02725,2025-12-07 12:00:00,Instagram,Text,Seasonal Campaign,Brand,14,90388,52501,29910,1583.0,77,118,593
POST02726,2025-12-07 15:00:00,Instagram,Reel,Festival Campaign,Event,19,272355,451824,281691,28464.0,336,2386,2332
POST02727,2025-12-07 18:00:00,Instagram,Reel,Community Campaign,Community,19,354393,813203,563578,24252.0,1385,2058,10127
POST02728,2025-12-07 21:00:00,Instagram,Image,Festival Campaign,Brand,19,343227,313241,253546,14601.0,228,2167,3364
POST02729,2025-12-08 00:00:00,Instagram,Text,Seasonal Campaign,Entertainment,6,219791,245638,143758,5514.0,235,279,2523
POST02730,2025-12-08 03:00:00,YouTube,Image,Festival Campaign,Brand,16,313498,429061,358062,12796.0,480,3411,4066
POST02731,2025-12-08 06:00:00,Facebook,Image,Seasonal Campaign,Event,7,144365,80242,72132,3659.0,45,746,683
POST02732,2025-12-08 09:00:00,YouTube,Reel,Community Campaign,Promotional,12,486784,1038949,858057,58999.0,1460,9279,11748
POST02733,2025-12-08 12:00:00,Instagram,Reel,Brand Awareness,Community,15,230883,471611,337582,16473.0,803,5334,7660
POST02734,2025-12-08 15:00:00,LinkedIn,Video,Community Campaign,Community,9,169865,103967,77856,3373.0,85,1361,1389
POST02735,2025-12-08 18:00:00,LinkedIn,Reel,Special Campaign,Education,13,450282,379731,209670,13409.0,456,1750,3450
POST02736,2025-12-08 21:00:00,Facebook,Carousel,Brand Awareness,Brand,5,235526,250386,156052,7937.0,356,1646,2939
POST02737,2025-12-09 00:00:00,LinkedIn,Text,Educational Series,Community,19,91135,75728,65477,1872.0,25,304,1246
POST02738,2025-12-09 03:00:00,YouTube,Reel,Brand Awareness,Entertainment,21,445987,443139,247096,11507.0,594,2493,2343
POST02739,2025-12-09 06:00:00,LinkedIn,Carousel,Product Launch,Promotional,6,164512,170140,147456,11961.0,144,351,1197
POST02740,2025-12-09 09:00:00,Instagram,Reel,Special Campaign,Entertainment,5,293433,352768,208005,19399.0,448,802,2953
POST02741,2025-12-09 12:00:00,Instagram,Carousel,Product Launch,Brand,16,391488,643929,384152,27834.0,1340,4988,2401
POST02742,2025-12-09 15:00:00,Instagram,Reel,Special Campaign,Event,20,131568,242896,148499,6343.0,352,737,1996
POST02743,2025-12-09 18:00:00,Instagram,Carousel,Community Campaign,Education,23,331322,427029,354342,11666.0,560,4125,6465
POST02744,2025-12-09 21:00:00,Instagram,Reel,Product Launch,Education,7,221769,397807,285372,25434.0,543,4160,902
POST02745,2025-12-10 00:00:00,Facebook,Image,Product Launch,Promotional,11,86500,96440,57942,1620.0,96,779,315
POST02746,2025-12-10 03:00:00,Facebook,Image,Educational Series,Community,3,494694,355192,280736,12686.0,389,2790,6784
POST02747,2025-12-10 06:00:00,YouTube,Reel,Product Launch,Community,9,399928,725880,638223,27616.0,795,3048,14943
POST02748,2025-12-10 09:00:00,Instagram,Carousel,Event Promotion,Community,5,331367,275107,206428,9251.0,492,2198,2517
POST02749,2025-12-10 12:00:00,Facebook,Reel,Event Promotion,Education,6,451585,634651,370982,34341.0,457,4250,5928
POST02750,2025-12-10 15:00:00,Facebook,Carousel,Event Promotion,Event,20,165256,195311,111163,8577.0,324,1625,713
POST02751,2025-12-10 18:00:00,Instagram,Reel,Brand Awareness,Community,7,88483,130165,107848,11188.0,652,1538,1108
POST02752,2025-12-10 21:00:00,Facebook,Carousel,Community Campaign,Entertainment,2,259883,317699,244351,19661.0,295,2242,4995
POST02753,2025-12-11 00:00:00,Instagram,Reel,Community Campaign,Community,7,484990,799787,698158,54705.0,2026,9180,15241
POST02754,2025-12-11 03:00:00,Instagram,Image,Festival Campaign,Event,14,401322,622521,461622,19071.0,317,3226,5500
POST02755,2025-12-11 06:00:00,LinkedIn,Reel,Educational Series,Promotional,20,164228,104607,59818,1824.0,99,669,588
POST02756,2025-12-11 09:00:00,Instagram,Carousel,Event Promotion,Promotional,0,415627,330354,228370,13545.0,533,2731,4109
POST02757,2025-12-11 12:00:00,YouTube,Reel,Event Promotion,Education,12,297818,571712,446105,18929.0,411,1750,8384
POST02758,2025-12-11 15:00:00,LinkedIn,Video,Product Launch,Event,21,421524,543203,371936,31692.0,803,4462,9165
POST02759,2025-12-11 18:00:00,Facebook,Video,Event Promotion,Entertainment,17,128707,135003,121483,7716.0,276,458,2228
POST02760,2025-12-11 21:00:00,Instagram,Reel,Product Launch,Event,14,88460,202023,139776,11631.0,538,2383,1157
POST02761,2025-12-12 00:00:00,Instagram,Carousel,Product Launch,Entertainment,6,20576,30576,22662,1437.0,49,339,97
POST02762,2025-12-12 03:00:00,Instagram,Reel,Festival Campaign,Entertainment,14,165713,383335,241074,12799.0,249,3805,2089
POST02763,2025-12-12 06:00:00,Facebook,Image,Brand Awareness,Event,2,487715,407846,246032,14513.0,658,2509,1964
POST02764,2025-12-12 09:00:00,YouTube,Carousel,Product Launch,Brand,13,240899,195215,151458,11227.0,178,2269,763
POST02765,2025-12-12 12:00:00,Instagram,Carousel,Product Launch,Event,19,380408,452660,342217,23229.0,1172,1739,4372
POST02766,2025-12-12 15:00:00,LinkedIn,Carousel,Community Campaign,Entertainment,3,333051,414185,228430,15976.0,475,1193,2133
POST02767,2025-12-12 18:00:00,YouTube,Reel,Festival Campaign,Community,3,454355,565532,367411,19870.0,847,3942,8579
POST02768,2025-12-12 21:00:00,Instagram,Image,Product Launch,Promotional,2,104325,164163,127267,8776.0,239,240,1512
POST02769,2025-12-13 00:00:00,YouTube,Reel,Educational Series,Promotional,4,321795,596846,497941,29436.0,1279,9415,11096
POST02770,2025-12-13 03:00:00,Facebook,Carousel,Brand Awareness,Education,10,208387,185524,122321,9481.0,516,310,1192
POST02771,2025-12-13 06:00:00,Instagram,Image,Special Campaign,Promotional,7,113435,127639,99124,6375.0,287,869,2110
POST02772,2025-12-13 09:00:00,Instagram,Carousel,Educational Series,Brand,1,428874,598439,384700,11091.0,483,2666,5000
POST02773,2025-12-13 12:00:00,Facebook,Reel,Event Promotion,Entertainment,15,58907,80345,63603,6447.0,308,276,236
POST02774,2025-12-13 15:00:00,YouTube,Reel,Brand Awareness,Event,9,230792,190329,151174,15678.0,548,455,2073
POST02775,2025-12-13 18:00:00,YouTube,Reel,Event Promotion,Event,17,83917,172032,102458,7508.0,157,720,818
POST02776,2025-12-13 21:00:00,YouTube,Reel,Community Campaign,Brand,6,444963,698017,546394,47581.0,2415,2405,5334
POST02777,2025-12-14 00:00:00,Instagram,Reel,Seasonal Campaign,Promotional,4,278700,622223,414866,41000.0,1739,7671,7490
POST02778,2025-12-14 03:00:00,Instagram,Video,Seasonal Campaign,Entertainment,6,491717,801466,489221,12446.0,319,3042,7166
POST02779,2025-12-14 06:00:00,YouTube,Video,Seasonal Campaign,Promotional,20,227101,279093,202377,18408.0,437,782,4563
POST02780,2025-12-14 09:00:00,Instagram,Image,Product Launch,Education,5,465356,536221,379807,19703.0,689,4103,8960
POST02781,2025-12-14 12:00:00,Instagram,Image,Festival Campaign,Promotional,23,74936,107597,88321,5540.0,112,587,1607
POST02782,2025-12-14 15:00:00,Facebook,Reel,Educational Series,Education,0,46178,44634,25868,1763.0,95,436,569
POST02783,2025-12-14 18:00:00,LinkedIn,Video,Event Promotion,Event,10,412758,577118,476938,29665.0,1466,7382,3477
POST02784,2025-12-14 21:00:00,Facebook,Reel,Product Launch,Entertainment,12,119423,134968,79243,7607.0,193,1535,375
POST02785,2025-12-15 00:00:00,LinkedIn,Text,Seasonal Campaign,Community,11,218822,191194,119039,4503.0,56,1111,1229
POST02786,2025-12-15 03:00:00,Instagram,Image,Educational Series,Education,0,28000,41754,30503,1326.0,16,131,310
POST02787,2025-12-15 06:00:00,LinkedIn,Reel,Educational Series,Promotional,20,421281,555403,395508,29045.0,721,4948,6973
POST02788,2025-12-15 09:00:00,Instagram,Text,Community Campaign,Promotional,14,475620,414119,371092,14226.0,247,2460,7973
POST02789,2025-12-15 12:00:00,LinkedIn,Reel,Community Campaign,Event,0,128407,145154,109782,6675.0,358,1228,1046
POST02790,2025-12-15 15:00:00,LinkedIn,Image,Seasonal Campaign,Brand,2,152157,146585,97420,2703.0,83,513,1202
POST02791,2025-12-15 18:00:00,Facebook,Image,Event Promotion,Community,14,69325,58627,50715,2001.0,54,215,269
POST02792,2025-12-15 21:00:00,LinkedIn,Reel,Seasonal Campaign,Brand,8,394012,507376,334500,16055.0,335,4922,4040
POST02793,2025-12-16 00:00:00,YouTube,Image,Seasonal Campaign,Promotional,13,482284,616239,397980,15769.0,820,1190,3071
POST02794,2025-12-16 03:00:00,Instagram,Carousel,Product Launch,Brand,22,475279,606693,438657,25603.0,1270,1218,5006
POST02795,2025-12-16 06:00:00,YouTube,Carousel,Festival Campaign,Community,21,168694,201904,175577,10421.0,304,1282,1555
POST02796,2025-12-16 09:00:00,YouTube,Reel,Seasonal Campaign,Community,23,146190,145883,116411,5193.0,95,1766,2420
POST02797,2025-12-16 12:00:00,Instagram,Text,Event Promotion,Entertainment,7,346046,231942,182565,3432.0,197,1819,564
POST02798,2025-12-16 15:00:00,Facebook,Reel,Educational Series,Brand,21,286978,471729,379330,31888.0,822,4448,3964
POST02799,2025-12-16 18:00:00,LinkedIn,Reel,Educational Series,Entertainment,3,367877,512799,400431,26920.0,1307,6725,9739
POST02800,2025-12-16 21:00:00,Instagram,Reel,Special Campaign,Promotional,19,32008,25471,20782,1256.0,41,62,372
POST02801,2025-12-17 00:00:00,Facebook,Reel,Brand Awareness,Promotional,19,360642,577814,356780,12882.0,632,3673,7131
POST02802,2025-12-17 03:00:00,LinkedIn,Reel,Seasonal Campaign,Promotional,5,67229,36723,22475,1311.0,44,109,492
POST02803,2025-12-17 06:00:00,LinkedIn,Text,Special Campaign,Event,0,272844,156876,106166,5501.0,309,762,1163
POST02804,2025-12-17 09:00:00,LinkedIn,Reel,Special Campaign,Brand,17,132892,78423,66489,4744.0,237,1207,295
POST02805,2025-12-17 12:00:00,YouTube,Reel,Product Launch,Education,5,159084,334142,267333,8847.0,203,727,3217
POST02806,2025-12-17 15:00:00,LinkedIn,Reel,Brand Awareness,Community,13,333269,510305,381843,19824.0,624,5304,6628
POST02807,2025-12-17 18:00:00,Facebook,Carousel,Community Campaign,Education,10,105702,110963,61784,5111.0,76,797,689
POST02808,2025-12-17 21:00:00,Instagram,Video,Festival Campaign,Promotional,16,366308,470623,297683,18814.0,1038,4171,3829
POST02809,2025-12-18 00:00:00,YouTube,Reel,Event Promotion,Brand,8,160921,232876,193573,9357.0,125,567,4096
POST02810,2025-12-18 03:00:00,Facebook,Reel,Seasonal Campaign,Entertainment,21,192444,284218,180441,17547.0,191,999,685
POST02811,2025-12-18 06:00:00,Instagram,Reel,Educational Series,Education,6,33767,38095,30689,1602.0,55,128,318
POST02812,2025-12-18 09:00:00,Facebook,Reel,Product Launch,Promotional,13,493863,544145,334443,27736.0,1113,1352,4596
POST02813,2025-12-18 12:00:00,Facebook,Reel,Educational Series,Education,16,453205,656061,500068,18744.0,396,7471,4791
POST02814,2025-12-18 15:00:00,Instagram,Image,Seasonal Campaign,Education,7,453798,438833,337846,8936.0,344,2287,4327
